year,crime_lvl1,crime_lvl2,crime_lvl3,group,detail,count
2023,특별법범,부정경쟁방지및영업비밀보호에관한법률,소계,전과,소계,142
2023,특별법범,부정수표단속법,소계,전과,소계,150
2023,특별법범,사행행위등규제및처벌특례법,소계,전과,소계,93
2023,특별법범,산림자원의조성및관리에관한법률,소계,전과,소계,259
2023,특별법범,산업안전보건법,소계,전과,소계,582
2023,특별법범,산지관리법,소계,전과,소계,772
2023,특별법범,상표법,소계,전과,소계,900
2023,특별법범,석유및석유대체연료사업법,소계,전과,소계,192
2023,특별법범,선박안전법,소계,전과,소계,150
2023,특별법범,선박직원법,소계,전과,소계,127
2023,특별법범,성매매알선등행위의처벌에관한법률,소계,전과,소계,3166
2023,특별법범,수도법,소계,전과,소계,57
2023,특별법범,수산업법,소계,전과,소계,441
2023,특별법범,수산자원관리법,소계,전과,소계,340
2023,특별법범,스토킹범죄의처벌등에관한법률,소계,전과,소계,5688
2023,특별법범,식품위생법,소계,전과,소계,3370
2023,특별법범,신용정보의이용및보호에관한법률,소계,전과,소계,13
2023,특별법범,아동?청소년의성보호에관한법률(성매수등),소계,전과,소계,364
2023,특별법범,아동·청소년의성보호에관한법률(성착취물등),소계,전과,소계,301
2023,특별법범,아동복지법,소계,전과,소계,6278
2023,특별법범,액화석유가스의안전관리및사업법,소계,전과,소계,69
2023,특별법범,약사법,소계,전과,소계,380
2023,특별법범,여객자동차운수사업법,소계,전과,소계,445
2023,특별법범,여신전문금융업법,소계,전과,소계,529
2023,특별법범,영유아보육법,소계,전과,소계,37
2023,특별법범,예비군법,소계,전과,소계,1485
2023,특별법범,옥외광고물등의관리와옥외광고산업진흥에관한법률,소계,전과,소계,91
2023,특별법범,외국환거래법,소계,전과,소계,93
2023,특별법범,위험물안전관리법,소계,전과,소계,103
2023,특별법범,유사수신행위의규제에관한법률,소계,전과,소계,708
2023,특별법범,의료기기법,소계,전과,소계,61
2023,특별법범,의료법,소계,전과,소계,1098
2023,특별법범,자동차관리법,소계,전과,소계,10809
2023,특별법범,자동차손해배상보장법,소계,전과,소계,4116
2023,특별법범,자본시장과금융투자업에관한법률,소계,전과,소계,238
2023,특별법범,저작권법,소계,전과,소계,2063
2023,특별법범,전자금융거래법,소계,전과,소계,5699
2023,특별법범,전파법,소계,전과,소계,55
2023,특별법범,정보통신망이용촉진및정보보호등에관한법률,소계,전과,소계,2451
2023,특별법범,조세범처벌법,소계,전과,소계,1547
2023,특별법범,주민등록법,소계,전과,소계,624
2023,특별법범,주차장법,소계,전과,소계,60
2023,특별법범,주택법,소계,전과,소계,255
2023,특별법범,중대재해처벌등에관한법률,소계,전과,소계,9
2023,특별법범,직업안정법,소계,전과,소계,166
2023,특별법범,집회및시위에관한법률,소계,전과,소계,299
2023,특별법범,청소년보호법,소계,전과,소계,2827
2023,특별법범,총포?도검?화약류등의안전관리에관한법률,소계,전과,소계,229
2023,특별법범,최저임금법,소계,전과,소계,35
2023,특별법범,축산물위생관리법,소계,전과,소계,136
2023,특별법범,출입국관리법,소계,전과,소계,583
2023,특별법범,통신비밀보호법,소계,전과,소계,62
2023,특별법범,특가법(도주차량),소계,전과,소계,3397
2023,특별법범,특허법,소계,전과,소계,7
2023,특별법범,폐기물관리법,소계,전과,소계,1079
2023,특별법범,풍속영업의규제에관한법률,소계,전과,소계,82
2023,특별법범,하천법,소계,전과,소계,87
2023,특별법범,학원의설립운영및과외교습에관한법률,소계,전과,소계,43
2023,특별법범,화물자동차운수사업법,소계,전과,소계,806
2023,특별법범,화재로인한재해보상과보험가입에관한법률,소계,전과,소계,6
2023,특별법범,화재의예방및안전에관한법률/소방시설설치및관리에관한법률,소계,전과,소계,147
2023,특별법범,화학물질관리법,소계,전과,소계,214
2023,특별법범,기타특별법,소계,전과,소계,26607
2023,합계,소계,소계,전과,1범,133330
2023,형법범,소계,소계,전과,1범,68171
2023,형법범,재산범죄,소계,전과,1범,31081
2023,형법범,재산범죄,절도,전과,1범,11494
2023,형법범,재산범죄,장물,전과,1범,69
2023,형법범,재산범죄,사기,전과,1범,12104
2023,형법범,재산범죄,횡령,전과,1범,3075
2023,형법범,재산범죄,배임,전과,1범,309
2023,형법범,재산범죄,손괴,전과,1범,4030
2023,형법범,강력범죄(흉악),소계,전과,1범,3859
2023,형법범,강력범죄(흉악),살인,전과,1범,57
2023,형법범,강력범죄(흉악),강도,전과,1범,71
2023,형법범,강력범죄(흉악),방화,전과,1범,103
2023,형법범,강력범죄(흉악),성폭력,전과,1범,3628
2023,형법범,강력범죄(폭력),소계,전과,1범,21684
2023,형법범,강력범죄(폭력),폭행,전과,1범,13959
2023,형법범,강력범죄(폭력),상해,전과,1범,3802
2023,형법범,강력범죄(폭력),협박,전과,1범,2370
2023,형법범,강력범죄(폭력),공갈,전과,1범,824
2023,형법범,강력범죄(폭력),약취와유인,전과,1범,33
2023,형법범,강력범죄(폭력),체포와감금,전과,1범,144
2023,형법범,강력범죄(폭력),폭력행위등(손괴강요주거침입등),전과,1범,496
2023,형법범,강력범죄(폭력),폭력행위등(단체등의구성?활동),전과,1범,56
2023,형법범,위조범죄,소계,전과,1범,865
2023,형법범,위조범죄,통화,전과,1범,3
2023,형법범,위조범죄,유가증권·인지·우표,전과,1범,1
2023,형법범,위조범죄,문서,전과,1범,820
2023,형법범,위조범죄,인장,전과,1범,41
2023,형법범,공무원범죄,소계,전과,1범,94
2023,형법범,공무원범죄,직무유기,전과,1범,6
2023,형법범,공무원범죄,직권남용,전과,1범,14
2023,형법범,공무원범죄,수뢰,전과,1범,65
2023,형법범,공무원범죄,증뢰,전과,1범,9
2023,형법범,풍속범죄,소계,전과,1범,2053
2023,형법범,풍속범죄,도박과복표,전과,1범,1808
2023,형법범,풍속범죄,신앙,전과,1범,20
2023,형법범,풍속범죄,기타음란행위,전과,1범,225
2023,형법범,과실범죄,소계,전과,1범,1308
2023,형법범,과실범죄,과실치사상,전과,1범,257
2023,형법범,과실범죄,업무상과실치사상,전과,1범,741
2023,형법범,과실범죄,실화,전과,1범,310
2023,형법범,기타형법범죄,소계,전과,1범,7227
2023,형법범,기타형법범죄,명예,전과,1범,2060
2023,형법범,기타형법범죄,권리행사방해,전과,1범,292
2023,형법범,기타형법범죄,신용업무경매,전과,1범,1656
2023,형법범,기타형법범죄,주거침입,전과,1범,1363
2023,형법범,기타형법범죄,비밀침해,전과,1범,6
2023,형법범,기타형법범죄,유기,전과,1범,27
2023,형법범,기타형법범죄,교통방해,전과,1범,144
2023,형법범,기타형법범죄,공무방해,전과,1범,1267
2023,형법범,기타형법범죄,도주와범인은닉,전과,1범,79
2023,형법범,기타형법범죄,위증과증거인멸,전과,1범,56
2023,형법범,기타형법범죄,무고,전과,1범,171
2023,형법범,기타형법범죄,공안을해하는죄,전과,1범,104
2023,형법범,기타형법범죄,음용수에관한죄,전과,1범,1
2023,형법범,기타형법범죄,기타,전과,1범,1
2023,특별법범,소계,소계,전과,1범,65159
2023,특별법범,가정폭력범죄의처벌등에관한특례법,소계,전과,1범,133
2023,특별법범,가축분뇨의관리및이용에관한법률,소계,전과,1범,87
2023,특별법범,감염병의예방및관리에관한법률,소계,전과,1범,624
2023,특별법범,개발제한구역의지정및관리에관한특별조치법,소계,전과,1범,41
2023,특별법범,개인정보보호법,소계,전과,1범,187
2023,특별법범,건강기능식품에관한법률,소계,전과,1범,24
2023,특별법범,건설기계관리법,소계,전과,1범,41
2023,특별법범,건설산업기본법,소계,전과,1범,131
2023,특별법범,건축법,소계,전과,1범,319
2023,특별법범,게임산업진흥에관한법률,소계,전과,1범,474
2023,특별법범,결혼중개업의관리에관한법률,소계,전과,1범,8
2023,특별법범,경범죄처벌법,소계,전과,1범,700
2023,특별법범,고용보험법,소계,전과,1범,194
2023,특별법범,공유수면관리및매립에관한법률,소계,전과,1범,19
2023,특별법범,공유재산및물품관리법,소계,전과,1범,11
2023,특별법범,공인중개사법,소계,전과,1범,507
2023,특별법범,공중위생관리법,소계,전과,1범,281
2023,특별법범,공직선거법,소계,전과,1범,13
2023,특별법범,관세법,소계,전과,1범,7
2023,특별법범,교통사고처리특례법,소계,전과,1범,8736
2023,특별법범,국가기술자격법,소계,전과,1범,11
2023,특별법범,국가보안법,소계,전과,1범,5
2023,특별법범,국민체육진흥법,소계,전과,1범,26
2023,특별법범,국토의계획및이용에관한법률,소계,전과,1범,171
2023,특별법범,근로기준법,소계,전과,1범,572
2023,특별법범,근로자퇴직급여보장법,소계,전과,1범,108
2023,특별법범,낚시관리및육성법,소계,전과,1범,14
2023,특별법범,노동조합및노동관계조정법,소계,전과,1범,17
2023,특별법범,농수산물유통및가격안정에관한법률,소계,전과,1범,26
2023,특별법범,농수산물의원산지표시등에관한법률,소계,전과,1범,148
2023,특별법범,농지법,소계,전과,1범,78
2023,특별법범,대기환경보전법,소계,전과,1범,210
2023,특별법범,대부업등의등록및금융이용자보호에관한법률,소계,전과,1범,185
2023,특별법범,도로교통법,소계,전과,1범,1278
2023,특별법범,도로교통법(무면허운전),소계,전과,1범,2551
2023,특별법범,도로교통법(사고후미조치),소계,전과,1범,789
2023,특별법범,도로교통법(음주운전),소계,전과,1범,17968
2023,특별법범,도로교통법(음주측정거부),소계,전과,1범,519
2023,특별법범,도로법,소계,전과,1범,828
2023,특별법범,도시및주거환경정비법,소계,전과,1범,56
2023,특별법범,독점규제및공정거래에관한법률,소계,전과,1범,1
2023,특별법범,디자인보호법,소계,전과,1범,9
2023,특별법범,마약류관리에관한법률(대마),소계,전과,1범,295
2023,특별법범,마약류관리에관한법률(마약),소계,전과,1범,456
2023,특별법범,마약류관리에관한법률(향정),소계,전과,1범,1215
2023,특별법범,물환경보전법,소계,전과,1범,52
2023,특별법범,배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,소계,전과,1범,4
2023,특별법범,범죄수익은닉의규제및처벌등에관한법률,소계,전과,1범,26
2023,특별법범,변호사법,소계,전과,1범,20
2023,특별법범,병역법,소계,전과,1범,641
2023,특별법범,보조금관리에관한법률,소계,전과,1범,249
2023,특별법범,부동산실권리자명의등기에관한법률,소계,전과,1범,75
2023,특별법범,부정경쟁방지및영업비밀보호에관한법률,소계,전과,1범,70
2023,특별법범,부정수표단속법,소계,전과,1범,27
2023,특별법범,사행행위등규제및처벌특례법,소계,전과,1범,16
2023,특별법범,산림자원의조성및관리에관한법률,소계,전과,1범,45
2023,특별법범,산업안전보건법,소계,전과,1범,148
2023,특별법범,산지관리법,소계,전과,1범,140
2023,특별법범,상표법,소계,전과,1범,326
2023,특별법범,석유및석유대체연료사업법,소계,전과,1범,31
2023,특별법범,선박안전법,소계,전과,1범,21
2023,특별법범,선박직원법,소계,전과,1범,10
2023,특별법범,성매매알선등행위의처벌에관한법률,소계,전과,1범,986
2023,특별법범,수도법,소계,전과,1범,16
2023,특별법범,수산업법,소계,전과,1범,40
2023,특별법범,수산자원관리법,소계,전과,1범,54
2023,특별법범,스토킹범죄의처벌등에관한법률,소계,전과,1범,1175
2023,특별법범,식품위생법,소계,전과,1범,933
2023,특별법범,신용정보의이용및보호에관한법률,소계,전과,1범,3
2023,특별법범,아동?청소년의성보호에관한법률(성매수등),소계,전과,1범,100
2023,특별법범,아동·청소년의성보호에관한법률(성착취물등),소계,전과,1범,146
2023,특별법범,아동복지법,소계,전과,1범,1935
2023,특별법범,액화석유가스의안전관리및사업법,소계,전과,1범,17
2023,특별법범,약사법,소계,전과,1범,105
2023,특별법범,여객자동차운수사업법,소계,전과,1범,77
2023,특별법범,여신전문금융업법,소계,전과,1범,97
2023,특별법범,영유아보육법,소계,전과,1범,24
2023,특별법범,예비군법,소계,전과,1범,409
2023,특별법범,옥외광고물등의관리와옥외광고산업진흥에관한법률,소계,전과,1범,20
2023,특별법범,외국환거래법,소계,전과,1범,27
2023,특별법범,위험물안전관리법,소계,전과,1범,29
2023,특별법범,유사수신행위의규제에관한법률,소계,전과,1범,137
2023,특별법범,의료기기법,소계,전과,1범,16
2023,특별법범,의료법,소계,전과,1범,409
2023,특별법범,자동차관리법,소계,전과,1범,2801
2023,특별법범,자동차손해배상보장법,소계,전과,1범,698
2023,특별법범,자본시장과금융투자업에관한법률,소계,전과,1범,73
2023,특별법범,저작권법,소계,전과,1범,858
2023,특별법범,전자금융거래법,소계,전과,1범,1449
2023,특별법범,전파법,소계,전과,1범,13
2023,특별법범,정보통신망이용촉진및정보보호등에관한법률,소계,전과,1범,739
2023,특별법범,조세범처벌법,소계,전과,1범,231
2023,특별법범,주민등록법,소계,전과,1범,169
2023,특별법범,주차장법,소계,전과,1범,19
2023,특별법범,주택법,소계,전과,1범,72
2023,특별법범,중대재해처벌등에관한법률,소계,전과,1범,1
2023,특별법범,직업안정법,소계,전과,1범,25
2023,특별법범,집회및시위에관한법률,소계,전과,1범,55
2023,특별법범,청소년보호법,소계,전과,1범,1072
2023,특별법범,총포?도검?화약류등의안전관리에관한법률,소계,전과,1범,62
2023,특별법범,최저임금법,소계,전과,1범,5
2023,특별법범,축산물위생관리법,소계,전과,1범,40
2023,특별법범,출입국관리법,소계,전과,1범,143
2023,특별법범,통신비밀보호법,소계,전과,1범,38
2023,특별법범,특가법(도주차량),소계,전과,1범,799
2023,특별법범,특허법,소계,전과,1범,4
2023,특별법범,폐기물관리법,소계,전과,1범,144
2023,특별법범,풍속영업의규제에관한법률,소계,전과,1범,18
2023,특별법범,하천법,소계,전과,1범,18
2023,특별법범,학원의설립운영및과외교습에관한법률,소계,전과,1범,26
2023,특별법범,화물자동차운수사업법,소계,전과,1범,208
2023,특별법범,화재의예방및안전에관한법률/소방시설설치및관리에관한법률,소계,전과,1범,36
2023,특별법범,화학물질관리법,소계,전과,1범,37
2023,특별법범,기타특별법,소계,전과,1범,6577
2023,합계,소계,소계,전과,2범,89796
2023,형법범,소계,소계,전과,2범,47001
2023,형법범,재산범죄,소계,전과,2범,21390
2023,형법범,재산범죄,절도,전과,2범,7501
2023,형법범,재산범죄,장물,전과,2범,60
2023,형법범,재산범죄,사기,전과,2범,8699
2023,형법범,재산범죄,횡령,전과,2범,1963
2023,형법범,재산범죄,배임,전과,2범,196
2023,형법범,재산범죄,손괴,전과,2범,2971
2023,형법범,강력범죄(흉악),소계,전과,2범,2282
2023,형법범,강력범죄(흉악),살인,전과,2범,57
2023,형법범,강력범죄(흉악),강도,전과,2범,52
2023,형법범,강력범죄(흉악),방화,전과,2범,86
2023,형법범,강력범죄(흉악),성폭력,전과,2범,2087
2023,형법범,강력범죄(폭력),소계,전과,2범,15416
2023,형법범,강력범죄(폭력),폭행,전과,2범,9985
2023,형법범,강력범죄(폭력),상해,전과,2범,2731
2023,형법범,강력범죄(폭력),협박,전과,2범,1621
2023,형법범,강력범죄(폭력),공갈,전과,2범,646
2023,형법범,강력범죄(폭력),약취와유인,전과,2범,22
2023,형법범,강력범죄(폭력),체포와감금,전과,2범,83
2023,형법범,강력범죄(폭력),폭력행위등(손괴강요주거침입등),전과,2범,299
2023,형법범,강력범죄(폭력),폭력행위등(단체등의구성?활동),전과,2범,29
2023,형법범,위조범죄,소계,전과,2범,539
2023,형법범,위조범죄,통화,전과,2범,2
2023,형법범,위조범죄,유가증권·인지·우표,전과,2범,2
2023,형법범,위조범죄,문서,전과,2범,510
2023,형법범,위조범죄,인장,전과,2범,25
2023,형법범,공무원범죄,소계,전과,2범,44
2023,형법범,공무원범죄,직무유기,전과,2범,1
2023,형법범,공무원범죄,직권남용,전과,2범,2
2023,형법범,공무원범죄,수뢰,전과,2범,29
2023,형법범,공무원범죄,증뢰,전과,2범,12
2023,형법범,풍속범죄,소계,전과,2범,1530
2023,형법범,풍속범죄,도박과복표,전과,2범,1352
2023,형법범,풍속범죄,신앙,전과,2범,14
2023,형법범,풍속범죄,기타음란행위,전과,2범,164
2023,형법범,과실범죄,소계,전과,2범,844
2023,형법범,과실범죄,과실치사상,전과,2범,165
2023,형법범,과실범죄,업무상과실치사상,전과,2범,485
2023,형법범,과실범죄,실화,전과,2범,194
2023,형법범,기타형법범죄,소계,전과,2범,4956
2023,형법범,기타형법범죄,명예,전과,2범,1279
2023,형법범,기타형법범죄,권리행사방해,전과,2범,230
2023,형법범,기타형법범죄,신용업무경매,전과,2범,1223
2023,형법범,기타형법범죄,주거침입,전과,2범,888
2023,형법범,기타형법범죄,비밀침해,전과,2범,4
2023,형법범,기타형법범죄,유기,전과,2범,10
2023,형법범,기타형법범죄,교통방해,전과,2범,67
2023,형법범,기타형법범죄,공무방해,전과,2범,972
2023,형법범,기타형법범죄,도주와범인은닉,전과,2범,31
2023,형법범,기타형법범죄,위증과증거인멸,전과,2범,33
2023,형법범,기타형법범죄,무고,전과,2범,131
2023,형법범,기타형법범죄,공안을해하는죄,전과,2범,81
2023,형법범,기타형법범죄,음용수에관한죄,전과,2범,7
2023,특별법범,소계,소계,전과,2범,42795
2023,특별법범,가정폭력범죄의처벌등에관한특례법,소계,전과,2범,113
2023,특별법범,가축분뇨의관리및이용에관한법률,소계,전과,2범,65
2023,특별법범,감염병의예방및관리에관한법률,소계,전과,2범,369
2023,특별법범,개발제한구역의지정및관리에관한특별조치법,소계,전과,2범,28
2023,특별법범,개인정보보호법,소계,전과,2범,101
2023,특별법범,건강기능식품에관한법률,소계,전과,2범,8
2023,특별법범,건설기계관리법,소계,전과,2범,29
2023,특별법범,건설산업기본법,소계,전과,2범,121
2023,특별법범,건축법,소계,전과,2범,175
2023,특별법범,게임산업진흥에관한법률,소계,전과,2범,383
2023,특별법범,결혼중개업의관리에관한법률,소계,전과,2범,1
2023,특별법범,경범죄처벌법,소계,전과,2범,590
2023,특별법범,고용보험법,소계,전과,2범,112
2023,특별법범,공유수면관리및매립에관한법률,소계,전과,2범,8
2023,특별법범,공유재산및물품관리법,소계,전과,2범,7
2023,특별법범,공인중개사법,소계,전과,2범,287
2023,특별법범,공중위생관리법,소계,전과,2범,144
2023,특별법범,공직선거법,소계,전과,2범,6
2023,특별법범,관세법,소계,전과,2범,5
2023,특별법범,교통사고처리특례법,소계,전과,2범,5419
2023,특별법범,국가기술자격법,소계,전과,2범,10
2023,특별법범,국가보안법,소계,전과,2범,5
2023,특별법범,국민체육진흥법,소계,전과,2범,25
2023,특별법범,국토의계획및이용에관한법률,소계,전과,2범,143
2023,특별법범,근로기준법,소계,전과,2범,457
2023,특별법범,근로자퇴직급여보장법,소계,전과,2범,118
2023,특별법범,낚시관리및육성법,소계,전과,2범,10
2023,특별법범,노동조합및노동관계조정법,소계,전과,2범,5
2023,특별법범,농수산물유통및가격안정에관한법률,소계,전과,2범,10
2023,특별법범,농수산물의원산지표시등에관한법률,소계,전과,2범,87
2023,특별법범,농지법,소계,전과,2범,77
2023,특별법범,대기환경보전법,소계,전과,2범,173
2023,특별법범,대부업등의등록및금융이용자보호에관한법률,소계,전과,2범,113
2023,특별법범,도로교통법,소계,전과,2범,888
2023,특별법범,도로교통법(무면허운전),소계,전과,2범,2066
2023,특별법범,도로교통법(사고후미조치),소계,전과,2범,501
2023,특별법범,도로교통법(음주운전),소계,전과,2범,11604
2023,특별법범,도로교통법(음주측정거부),소계,전과,2범,381
2023,특별법범,도로법,소계,전과,2범,689
2023,특별법범,도시및주거환경정비법,소계,전과,2범,32
2023,특별법범,독점규제및공정거래에관한법률,소계,전과,2범,2
2023,특별법범,디자인보호법,소계,전과,2범,2
2023,특별법범,마약류관리에관한법률(대마),소계,전과,2범,186
2023,특별법범,마약류관리에관한법률(마약),소계,전과,2범,204
2023,특별법범,마약류관리에관한법률(향정),소계,전과,2범,751
2023,특별법범,물환경보전법,소계,전과,2범,45
2023,특별법범,배타적경제수역에서의외국인어업등에관한주권적권리의행사에관한법률,소계,전과,2범,4
2023,특별법범,범죄수익은닉의규제및처벌등에관한법률,소계,전과,2범,16
2023,특별법범,변호사법,소계,전과,2범,20
2023,특별법범,병역법,소계,전과,2범,349
2023,특별법범,보조금관리에관한법률,소계,전과,2범,128
2023,특별법범,부동산실권리자명의등기에관한법률,소계,전과,2범,53
2023,특별법범,부정경쟁방지및영업비밀보호에관한법률,소계,전과,2범,30
2023,특별법범,부정수표단속법,소계,전과,2범,14
2023,특별법범,사행행위등규제및처벌특례법,소계,전과,2범,17
2023,특별법범,산림자원의조성및관리에관한법률,소계,전과,2범,53
2023,특별법범,산업안전보건법,소계,전과,2범,117
2023,특별법범,산지관리법,소계,전과,2범,125
2023,특별법범,상표법,소계,전과,2범,185
2023,특별법범,석유및석유대체연료사업법,소계,전과,2범,28
2023,특별법범,선박안전법,소계,전과,2범,22
2023,특별법범,선박직원법,소계,전과,2범,16
2023,특별법범,성매매알선등행위의처벌에관한법률,소계,전과,2범,574
2023,특별법범,수도법,소계,전과,2범,9
2023,특별법범,수산업법,소계,전과,2범,22
2023,특별법범,수산자원관리법,소계,전과,2범,48
2023,특별법범,스토킹범죄의처벌등에관한법률,소계,전과,2범,831
2023,특별법범,식품위생법,소계,전과,2범,669
2023,특별법범,신용정보의이용및보호에관한법률,소계,전과,2범,1
2023,특별법범,아동?청소년의성보호에관한법률(성매수등),소계,전과,2범,68
2023,특별법범,아동·청소년의성보호에관한법률(성착취물등),소계,전과,2범,57
2023,특별법범,아동복지법,소계,전과,2범,1207
2023,특별법범,액화석유가스의안전관리및사업법,소계,전과,2범,9
2023,특별법범,약사법,소계,전과,2범,82
2023,특별법범,여객자동차운수사업법,소계,전과,2범,76
2023,특별법범,여신전문금융업법,소계,전과,2범,60
2023,특별법범,영유아보육법,소계,전과,2범,6
2023,특별법범,예비군법,소계,전과,2범,294
2023,특별법범,옥외광고물등의관리와옥외광고산업진흥에관한법률,소계,전과,2범,13
2023,특별법범,외국환거래법,소계,전과,2범,15
2023,특별법범,위험물안전관리법,소계,전과,2범,23
2023,특별법범,유사수신행위의규제에관한법률,소계,전과,2범,98
2023,특별법범,의료기기법,소계,전과,2범,16
2023,특별법범,의료법,소계,전과,2범,215
2023,특별법범,자동차관리법,소계,전과,2범,1877
2023,특별법범,자동차손해배상보장법,소계,전과,2범,573
2023,특별법범,자본시장과금융투자업에관한법률,소계,전과,2범,50
2023,특별법범,저작권법,소계,전과,2범,447
2023,특별법범,전자금융거래법,소계,전과,2범,976
2023,특별법범,전파법,소계,전과,2범,14
2023,특별법범,정보통신망이용촉진및정보보호등에관한법률,소계,전과,2범,426
2023,특별법범,조세범처벌법,소계,전과,2범,171
2023,특별법범,주민등록법,소계,전과,2범,85
2023,특별법범,주차장법,소계,전과,2범,10
2023,특별법범,주택법,소계,전과,2범,40
2023,특별법범,중대재해처벌등에관한법률,소계,전과,2범,3
2023,특별법범,직업안정법,소계,전과,2범,22
2023,특별법범,집회및시위에관한법률,소계,전과,2범,49
2023,특별법범,청소년보호법,소계,전과,2범,593
2023,특별법범,총포?도검?화약류등의안전관리에관한법률,소계,전과,2범,39
2023,특별법범,최저임금법,소계,전과,2범,7
2023,특별법범,축산물위생관리법,소계,전과,2범,17
2023,특별법범,출입국관리법,소계,전과,2범,96
2023,특별법범,통신비밀보호법,소계,전과,2범,9
2023,특별법범,특가법(도주차량),소계,전과,2범,545
2023,특별법범,폐기물관리법,소계,전과,2범,121
2023,특별법범,풍속영업의규제에관한법률,소계,전과,2범,11
2023,특별법범,하천법,소계,전과,2범,13
2023,특별법범,학원의설립운영및과외교습에관한법률,소계,전과,2범,6
2023,특별법범,화물자동차운수사업법,소계,전과,2범,136
2023,특별법범,화재로인한재해보상과보험가입에관한법률,소계,전과,2범,3
2023,특별법범,화재의예방및안전에관한법률/소방시설설치및관리에관한법률,소계,전과,2범,19
2023,특별법범,화학물질관리법,소계,전과,2범,28
2023,특별법범,기타특별법,소계,전과,2범,4284
2023,합계,소계,소계,전과,3범,67250
2023,형법범,소계,소계,전과,3범,36744
2023,형법범,재산범죄,소계,전과,3범,16506
2023,형법범,재산범죄,절도,전과,3범,5277
2023,형법범,재산범죄,장물,전과,3범,42
2023,형법범,재산범죄,사기,전과,3범,7253
2023,형법범,재산범죄,횡령,전과,3범,1514
2023,형법범,재산범죄,배임,전과,3범,167
2023,형법범,재산범죄,손괴,전과,3범,2253
2023,형법범,강력범죄(흉악),소계,전과,3범,1684
2023,형법범,강력범죄(흉악),살인,전과,3범,57
2023,형법범,강력범죄(흉악),강도,전과,3범,47
2023,형법범,강력범죄(흉악),방화,전과,3범,72
2023,형법범,강력범죄(흉악),성폭력,전과,3범,1508
2023,형법범,강력범죄(폭력),소계,전과,3범,12207
2023,형법범,강력범죄(폭력),폭행,전과,3범,7945
2023,형법범,강력범죄(폭력),상해,전과,3범,2166
2023,형법범,강력범죄(폭력),협박,전과,3범,1273
2023,형법범,강력범죄(폭력),공갈,전과,3범,464
2023,형법범,강력범죄(폭력),약취와유인,전과,3범,15
2023,형법범,강력범죄(폭력),체포와감금,전과,3범,85
2023,형법범,강력범죄(폭력),폭력행위등(손괴강요주거침입등),전과,3범,210
2023,형법범,강력범죄(폭력),폭력행위등(단체등의구성?활동),전과,3범,49
2023,형법범,위조범죄,소계,전과,3범,396
2023,형법범,위조범죄,통화,전과,3범,1
2023,형법범,위조범죄,유가증권·인지·우표,전과,3범,3
2023,형법범,위조범죄,문서,전과,3범,372
2023,형법범,위조범죄,인장,전과,3범,20
2023,형법범,공무원범죄,소계,전과,3범,31
2023,형법범,공무원범죄,직무유기,전과,3범,1
2023,형법범,공무원범죄,직권남용,전과,3범,2
2023,형법범,공무원범죄,수뢰,전과,3범,18
2023,형법범,공무원범죄,증뢰,전과,3범,10
2023,형법범,풍속범죄,소계,전과,3범,1321
2023,형법범,풍속범죄,도박과복표,전과,3범,1177
2023,형법범,풍속범죄,신앙,전과,3범,9
2023,형법범,풍속범죄,기타음란행위,전과,3범,135
2023,형법범,과실범죄,소계,전과,3범,563
2023,형법범,과실범죄,과실치사상,전과,3범,110
2023,형법범,과실범죄,업무상과실치사상,전과,3범,338
2023,형법범,과실범죄,실화,전과,3범,115
2023,형법범,기타형법범죄,소계,전과,3범,4036
2023,형법범,기타형법범죄,명예,전과,3범,929
2023,형법범,기타형법범죄,권리행사방해,전과,3범,178
2023,형법범,기타형법범죄,신용업무경매,전과,3범,1017
2023,형법범,기타형법범죄,주거침입,전과,3범,696
2023,형법범,기타형법범죄,비밀침해,전과,3범,1
2023,형법범,기타형법범죄,유기,전과,3범,8
2023,형법범,기타형법범죄,교통방해,전과,3범,68
2023,형법범,기타형법범죄,공무방해,전과,3범,911
2023,형법범,기타형법범죄,도주와범인은닉,전과,3범,38
2023,형법범,기타형법범죄,위증과증거인멸,전과,3범,34
2023,형법범,기타형법범죄,무고,전과,3범,75
2023,형법범,기타형법범죄,공안을해하는죄,전과,3범,80
2023,형법범,기타형법범죄,일수와수리에관한죄,전과,3범,1
2023,특별법범,소계,소계,전과,3범,30506
2023,특별법범,가정폭력범죄의처벌등에관한특례법,소계,전과,3범,78
2023,특별법범,가축분뇨의관리및이용에관한법률,소계,전과,3범,52
2023,특별법범,감염병의예방및관리에관한법률,소계,전과,3범,242
2023,특별법범,개발제한구역의지정및관리에관한특별조치법,소계,전과,3범,26
2023,특별법범,개인정보보호법,소계,전과,3범,63
2023,특별법범,건강기능식품에관한법률,소계,전과,3범,4
2023,특별법범,건설기계관리법,소계,전과,3범,25
2023,특별법범,건설산업기본법,소계,전과,3범,98
2023,특별법범,건축법,소계,전과,3범,162
2023,특별법범,게임산업진흥에관한법률,소계,전과,3범,316
2023,특별법범,결혼중개업의관리에관한법률,소계,전과,3범,5
2023,특별법범,경범죄처벌법,소계,전과,3범,474
2023,특별법범,고용보험법,소계,전과,3범,72
2023,특별법범,공유수면관리및매립에관한법률,소계,전과,3범,11
2023,특별법범,공유재산및물품관리법,소계,전과,3범,6
2023,특별법범,공인중개사법,소계,전과,3범,187
2023,특별법범,공중위생관리법,소계,전과,3범,79
